rpa,subject,PID
TX73_003620,PGIDNB_05920,55.208
TX73_003625,PGIDNB_05925,86.245
TX73_003630,PGIDNB_05930,85.577
TX73_003635,PGIDNB_05935,76.031
TX73_003640,PGIDNB_05940,67.1
TX73_003645,PGIDNB_23350,76.875
TX73_003650,PGIDNB_23355,75.385
TX73_003655,PGIDNB_23360,67.763
TX73_003660,PGIDNB_23365,88.785
TX73_003665,PGIDNB_23370,76.389
TX73_003670,PGIDNB_22065,45.07
TX73_003680,PGIDNB_23385,87.946
TX73_003685,PGIDNB_23390,81.25
TX73_003690,PGIDNB_23395,66.929
TX73_003695,PGIDNB_23400,82.955
TX73_003700,PGIDNB_23405,87.117
TX73_003705,PGIDNB_23410,82.334
TX73_003710,PGIDNB_23415,88.995
TX73_003715,PGIDNB_23420,88.462
TX73_003720,PGIDNB_23425,75.617
TX73_003725,PGIDNB_23430,75.385
TX73_003730,PGIDNB_20245,41.718
TX73_003735,PGIDNB_23435,85.603
TX73_003740,PGIDNB_23440,86.842
TX73_003745,PGIDNB_23445,89.655
TX73_003750,PGIDNB_14180,57.843
TX73_003755,PGIDNB_23450,77.293
TX73_003760,PGIDNB_23455,87.685
TX73_003765,PGIDNB_22035,34.199
TX73_003770,PGIDNB_07285,41.209
TX73_003775,PGIDNB_07290,29.189
TX73_003780,PGIDNB_23460,91.275
TX73_003785,PGIDNB_23465,82.166
TX73_003790,PGIDNB_23470,92.871
TX73_003795,PGIDNB_23475,94.641
TX73_003800,PGIDNB_23480,76.834
TX73_003805,PGIDNB_23485,84.722
TX73_003810,PGIDNB_23490,90.909
TX73_003815,PGIDNB_23495,91.148
TX73_003820,PGIDNB_23500,77.551
TX73_003825,PGIDNB_23510,70.588
TX73_003830,PGIDNB_23515,89.873
TX73_003835,PGIDNB_23520,85.193
TX73_003840,PGIDNB_05985,86.64
TX73_003845,PGIDNB_06760,42.553
TX73_003855,PGIDNB_13095,21.612
TX73_003860,PGIDNB_20775,90.258
TX73_003865,PGIDNB_20780,88.312
TX73_003870,PGIDNB_20785,93.066
TX73_003875,PGIDNB_20790,89.697
TX73_003880,PGIDNB_20795,78.715
TX73_003885,PGIDNB_20800,95.094
TX73_003890,PGIDNB_20805,86.541
TX73_003895,PGIDNB_18670,37.079
TX73_003900,PGIDNB_05035,47.86
TX73_003905,PGIDNB_03615,38.972
TX73_003915,PGIDNB_20825,50.909
TX73_003920,PGIDNB_05040,37.453
TX73_003925,PGIDNB_20815,36.923
TX73_003930,PGIDNB_16610,27.465
TX73_003935,PGIDNB_16610,25.781
TX73_003940,PGIDNB_05550,68.844
TX73_003945,PGIDNB_09855,64.085
TX73_003950,PGIDNB_09850,80.105
TX73_003955,PGIDNB_09845,67.672
TX73_003960,PGIDNB_08535,43.902
TX73_003975,PGIDNB_18420,77.011
TX73_003980,PGIDNB_02700,30.172
TX73_003990,PGIDNB_22840,88.722
TX73_004000,PGIDNB_22835,60.976
TX73_004005,PGIDNB_22825,84.746
TX73_004010,PGIDNB_22820,69.318
TX73_004015,PGIDNB_22815,70.37
TX73_004020,PGIDNB_22810,79.365
TX73_004025,PGIDNB_22805,88.81
TX73_004030,PGIDNB_22800,66.087
TX73_004035,PGIDNB_22795,84.247
TX73_004040,PGIDNB_22790,73.693
TX73_004045,PGIDNB_22785,88.612
TX73_004050,PGIDNB_22780,88.696
TX73_004055,PGIDNB_22775,75.65
TX73_004060,PGIDNB_22770,88
TX73_004065,PGIDNB_22765,80.932
TX73_004070,PGIDNB_22740,85.859
TX73_004075,PGIDNB_22735,83.058
TX73_004080,PGIDNB_22730,78.761
TX73_004085,PGIDNB_22725,82.927
TX73_004090,PGIDNB_22720,69.178
TX73_004095,PGIDNB_22715,84.19
TX73_004100,PGIDNB_22710,88.038
TX73_004105,PGIDNB_22700,75.652
TX73_004110,PGIDNB_22695,91.233
TX73_004115,PGIDNB_22690,86.531
TX73_004120,PGIDNB_22685,80.788
TX73_004125,PGIDNB_22680,84.652
TX73_004130,PGIDNB_22675,85.149
TX73_004135,PGIDNB_22670,86.529
TX73_004140,PGIDNB_22665,89.112
TX73_004145,PGIDNB_17575,32.278
TX73_004150,PGIDNB_22660,72.867
TX73_004155,PGIDNB_22655,91.282
TX73_004160,PGIDNB_22650,81.604
TX73_004165,PGIDNB_22645,87.558
TX73_004170,PGIDNB_04160,36.194
TX73_004175,PGIDNB_04165,32.374
TX73_004180,PGIDNB_00355,62.944
TX73_004185,PGIDNB_22640,77.82
TX73_004190,PGIDNB_22635,89.935
TX73_004195,PGIDNB_22630,65.162
TX73_004200,PGIDNB_22625,86.264
TX73_004205,PGIDNB_22620,82.171
TX73_004210,PGIDNB_22615,88.945
TX73_004215,PGIDNB_22610,95.285
TX73_004220,PGIDNB_22600,92.558
TX73_004230,PGIDNB_22595,82.178
TX73_004235,PGIDNB_22590,90.854
TX73_004240,PGIDNB_22585,91.685
TX73_004245,PGIDNB_22580,75.956
TX73_004250,PGIDNB_12235,44.715
TX73_004255,PGIDNB_22575,94.538
TX73_004260,PGIDNB_11690,55.102
TX73_004270,PGIDNB_16220,34.343
TX73_004275,PGIDNB_19535,30.303
TX73_004280,PGIDNB_22570,85.561
TX73_004285,PGIDNB_22565,80.07
TX73_004290,PGIDNB_22560,94.096
TX73_004295,PGIDNB_22555,89.49
TX73_004300,PGIDNB_22550,85.417
TX73_004305,PGIDNB_22545,79.902
TX73_004310,PGIDNB_22540,89.324
TX73_004315,PGIDNB_22535,79.545
TX73_004320,PGIDNB_22530,67.658
TX73_004325,PGIDNB_22525,92.178
TX73_004330,PGIDNB_22520,92.791
TX73_004335,PGIDNB_22515,90.306
TX73_004340,PGIDNB_22510,71.041
TX73_004345,PGIDNB_22505,87.195
TX73_004350,PGIDNB_22500,87.634
TX73_004355,PGIDNB_22495,100
TX73_004360,PGIDNB_22490,87.649
TX73_004365,PGIDNB_22485,72.727
TX73_004370,PGIDNB_22480,86.829
TX73_004375,PGIDNB_22475,68.718
TX73_004380,PGIDNB_22470,79.487
TX73_004385,PGIDNB_22465,90.631
TX73_004390,PGIDNB_22460,95.089
TX73_004395,PGIDNB_22455,87.959
TX73_004400,PGIDNB_22450,93.659
TX73_004405,PGIDNB_22445,83.191
TX73_004410,PGIDNB_22440,77.98
TX73_004415,PGIDNB_22435,82.083
TX73_004420,PGIDNB_22425,66.129
TX73_004425,PGIDNB_22420,84.034
TX73_004430,PGIDNB_22415,90.345
TX73_004435,PGIDNB_22410,71.895
TX73_004440,PGIDNB_22405,87.006
TX73_004445,PGIDNB_22400,80
TX73_004450,PGIDNB_22395,85.477
TX73_004455,PGIDNB_22390,71.818
TX73_004460,PGIDNB_22385,90.658
TX73_004465,PGIDNB_22380,57.895
TX73_004470,PGIDNB_22370,85.938
TX73_004475,PGIDNB_22365,72.973
TX73_004480,PGIDNB_22360,92.35
TX73_004485,PGIDNB_22355,94.488
TX73_004490,PGIDNB_22350,78.161
TX73_004495,PGIDNB_22345,89.67
TX73_004500,PGIDNB_22340,76.147
TX73_004505,PGIDNB_22335,71.537
TX73_004510,PGIDNB_22330,89.306
TX73_004515,PGIDNB_22325,90.361
TX73_004520,PGIDNB_22320,77.551
TX73_004525,PGIDNB_02570,26.531
TX73_004530,PGIDNB_22315,87.278
TX73_004535,PGIDNB_22310,69.231
TX73_004540,PGIDNB_22305,72.781
TX73_004545,PGIDNB_15140,44.444
TX73_004550,PGIDNB_15145,46.743
TX73_004555,PGIDNB_15135,38.065
TX73_004560,PGIDNB_22300,71.91
TX73_004565,PGIDNB_22295,63.69
TX73_004570,PGIDNB_22285,93.426
TX73_004575,PGIDNB_22280,86.984
TX73_004580,PGIDNB_22275,86.875
TX73_004585,PGIDNB_22265,54.167
TX73_004590,PGIDNB_22260,91.598
TX73_004595,PGIDNB_22255,89.897
TX73_004600,PGIDNB_11450,46.875
TX73_004605,PGIDNB_00145,30.172
TX73_004610,PGIDNB_03040,87.984
TX73_004615,PGIDNB_03045,87.755
TX73_004620,PGIDNB_03050,67.247
TX73_004625,PGIDNB_12285,34.146
TX73_004630,PGIDNB_03055,83.836
TX73_004635,PGIDNB_03060,83.81
TX73_004640,PGIDNB_03065,81.673
TX73_004645,PGIDNB_03070,80.769
TX73_004650,PGIDNB_03075,76.562
TX73_004655,PGIDNB_03080,91.188
TX73_004660,PGIDNB_07270,60.377
TX73_004665,PGIDNB_03090,87.5
TX73_004670,PGIDNB_03095,98.333
TX73_004680,PGIDNB_22060,53.659
TX73_004685,PGIDNB_03115,64
TX73_004690,PGIDNB_03120,94.5
TX73_004695,PGIDNB_03125,90.129
TX73_004700,PGIDNB_03130,83.442
TX73_004705,PGIDNB_03135,75.54
TX73_004710,PGIDNB_03140,85.714
TX73_004715,PGIDNB_03145,93.75
TX73_004720,PGIDNB_03150,92.793
TX73_004725,PGIDNB_03155,76.562
TX73_004730,PGIDNB_03165,83.14
TX73_004735,PGIDNB_03170,96.053
TX73_004740,PGIDNB_03175,88.907
TX73_004745,PGIDNB_03190,79.167
TX73_004750,PGIDNB_03195,90.351
TX73_004755,PGIDNB_03200,88.253
TX73_004760,PGIDNB_03205,80.22
TX73_004765,PGIDNB_03210,82.749
TX73_004780,PGIDNB_03220,88.235
TX73_004785,PGIDNB_03225,69.886
TX73_004790,PGIDNB_03230,67.027
TX73_004795,PGIDNB_03235,84.925
TX73_004800,PGIDNB_03240,91.423
TX73_004805,PGIDNB_03245,92.265
TX73_004810,PGIDNB_03250,93.558
TX73_004815,PGIDNB_03255,85.016
TX73_004820,PGIDNB_01235,26.752
TX73_004825,PGIDNB_07815,29.213
TX73_004830,PGIDNB_03285,88.213
TX73_004835,PGIDNB_03290,83.103
TX73_004840,PGIDNB_03295,78.409
TX73_004845,PGIDNB_03300,89.244
TX73_004850,PGIDNB_03305,59.259
TX73_004855,PGIDNB_03310,68.817
TX73_004860,PGIDNB_03315,94.236
TX73_004865,PGIDNB_03325,96.131
TX73_004870,PGIDNB_03330,87.253
TX73_004875,PGIDNB_03335,83.636
TX73_004880,PGIDNB_03340,86.719
TX73_004885,PGIDNB_03345,80.145
TX73_004890,PGIDNB_03350,77.137
TX73_004895,PGIDNB_03355,85.02
TX73_004900,PGIDNB_03360,77.54
TX73_004905,PGIDNB_03365,92.056
TX73_004910,PGIDNB_03370,89.286
TX73_004915,PGIDNB_03375,91.613
TX73_004920,PGIDNB_03380,76.386
TX73_004925,PGIDNB_03385,71.667
TX73_004930,PGIDNB_03405,87.795
TX73_004935,PGIDNB_03410,89.394
TX73_004945,PGIDNB_20770,86.228
TX73_004950,PGIDNB_20765,86.182
TX73_004955,PGIDNB_20760,91.622
TX73_004960,PGIDNB_20755,85.619
TX73_004965,PGIDNB_20750,86.831
TX73_004970,PGIDNB_20745,79.348
TX73_004975,PGIDNB_20740,72.222
TX73_004980,PGIDNB_20735,77.083
TX73_004985,PGIDNB_20730,70.732
TX73_004990,PGIDNB_20725,76.655
TX73_004995,PGIDNB_20720,77.465
TX73_005000,PGIDNB_20715,63.842
TX73_005005,PGIDNB_20710,63.073
TX73_005010,PGIDNB_20705,81.579
TX73_005015,PGIDNB_20700,80.198
TX73_005020,PGIDNB_20695,79.677
TX73_005025,PGIDNB_20690,82.192
TX73_005030,PGIDNB_20685,90.814
TX73_005035,PGIDNB_20680,90.544
TX73_005040,PGIDNB_20675,89.648
TX73_005045,PGIDNB_20670,82.667
TX73_005050,PGIDNB_17370,51.577
TX73_005055,PGIDNB_23565,26.154
TX73_005065,PGIDNB_10960,29.469
TX73_005070,PGIDNB_17800,44.615
TX73_005075,PGIDNB_17795,46.667
TX73_005080,PGIDNB_17790,41.971
TX73_005085,PGIDNB_17785,46.371
TX73_005090,PGIDNB_02670,45.494
TX73_005095,PGIDNB_22850,40.5
TX73_005100,PGIDNB_10390,32.444
TX73_005105,PGIDNB_06000,68.201
TX73_005110,PGIDNB_08800,36.683
TX73_005115,PGIDNB_10875,80.556
TX73_005120,PGIDNB_05975,91.361
TX73_005125,PGIDNB_20665,71.378
TX73_005130,PGIDNB_20660,80.909
TX73_005135,PGIDNB_20655,76.86
TX73_005140,PGIDNB_20645,81.463
TX73_005145,PGIDNB_20640,76.923
TX73_005150,PGIDNB_20635,73.575
TX73_005155,PGIDNB_20630,82.014
TX73_005160,PGIDNB_20625,86.055
TX73_005165,PGIDNB_20620,73.913
TX73_005170,PGIDNB_20615,71.362
TX73_005175,PGIDNB_21700,37.143
TX73_005180,PGIDNB_21705,42.958
TX73_005185,PGIDNB_02570,28.44
TX73_005190,PGIDNB_02720,32.955
TX73_005200,PGIDNB_22930,33.333
TX73_005205,PGIDNB_04110,81.89
TX73_005210,PGIDNB_22895,69.214
TX73_005215,PGIDNB_04115,79.104
TX73_005220,PGIDNB_04120,83.636
TX73_005225,PGIDNB_04125,87.64
TX73_005230,PGIDNB_04130,80.769
TX73_005235,PGIDNB_04135,89.394
TX73_005240,PGIDNB_04140,76.636
TX73_005245,PGIDNB_04145,81.737
TX73_005250,PGIDNB_04150,90.056
TX73_005255,PGIDNB_04155,73.709
TX73_005260,PGIDNB_04180,58.416
TX73_005265,PGIDNB_04185,72.986
TX73_005270,PGIDNB_04190,70.492
TX73_005275,PGIDNB_20555,89.096
TX73_005280,PGIDNB_20550,85.668
TX73_005285,PGIDNB_20545,89.071
TX73_005290,PGIDNB_20540,84.982
TX73_005295,PGIDNB_20535,88.446
TX73_005300,PGIDNB_05605,32.836
TX73_005305,PGIDNB_20530,70.968
TX73_005310,PGIDNB_20525,93.425
TX73_005315,PGIDNB_20515,86.207
TX73_005320,PGIDNB_20510,72.056
TX73_005325,PGIDNB_20505,77.5
TX73_005330,PGIDNB_20500,91.682
TX73_005335,PGIDNB_20495,86.934
TX73_005340,PGIDNB_20490,76.37
TX73_005345,PGIDNB_20485,94.065
TX73_005350,PGIDNB_20480,77.632
TX73_005355,PGIDNB_20475,66.016
TX73_005360,PGIDNB_20465,83.721
TX73_005365,PGIDNB_20460,76.19
TX73_005370,PGIDNB_20455,97.106
TX73_005375,PGIDNB_20450,48.438
TX73_005380,PGIDNB_20445,76.815
TX73_005385,PGIDNB_20440,76.757
TX73_005390,PGIDNB_22015,30.485
TX73_005395,PGIDNB_20435,88.462
TX73_005400,PGIDNB_20430,86.256
TX73_005405,PGIDNB_20425,73.306
TX73_005410,PGIDNB_15340,46.429
TX73_005415,PGIDNB_20420,84.932
TX73_005420,PGIDNB_20415,83.205
TX73_005425,PGIDNB_20410,91.914
TX73_005430,PGIDNB_20405,92.705
TX73_005435,PGIDNB_20400,75.743
TX73_005440,PGIDNB_13415,32.143
TX73_005445,PGIDNB_23070,24.928
TX73_005460,PGIDNB_20395,77.667
TX73_005465,PGIDNB_20380,87.651
TX73_005470,PGIDNB_20375,81.657
TX73_005475,PGIDNB_20370,88.325
TX73_005480,PGIDNB_20365,60.377
TX73_005485,PGIDNB_20360,89.048
TX73_005490,PGIDNB_20355,76.289
TX73_005495,PGIDNB_20350,93.258
TX73_005500,PGIDNB_20345,85.714
TX73_005505,PGIDNB_20340,88.636
TX73_005510,PGIDNB_20335,80
TX73_005515,PGIDNB_20330,69.286
TX73_005520,PGIDNB_20325,88.489
TX73_005525,PGIDNB_20320,74.242
TX73_005530,PGIDNB_20315,85.294
TX73_005535,PGIDNB_20310,76.829
TX73_005540,PGIDNB_09650,33.803
TX73_005545,PGIDNB_11390,33.981
TX73_005550,PGIDNB_21695,36.364
TX73_005560,PGIDNB_11855,66.364
TX73_005565,PGIDNB_11850,44.399
TX73_005570,PGIDNB_11840,60.748
TX73_005575,PGIDNB_11835,44.828
TX73_005580,PGIDNB_11830,80.882
TX73_005585,PGIDNB_11825,82.41
TX73_005590,PGIDNB_11820,64.49
TX73_005595,PGIDNB_11815,43.75
TX73_005600,PGIDNB_20235,58.333
TX73_005605,PGIDNB_20230,83.77
TX73_005610,PGIDNB_20225,93.548
TX73_005615,PGIDNB_20220,96.61
TX73_005620,PGIDNB_20215,90.556
TX73_005625,PGIDNB_20210,95.802
TX73_005630,PGIDNB_20205,86.084
TX73_005635,PGIDNB_04275,81.709
TX73_005640,PGIDNB_04280,93.574
TX73_005650,PGIDNB_04285,85.714
TX73_005655,PGIDNB_04290,91.748
TX73_005660,PGIDNB_04295,90.21
TX73_005665,PGIDNB_04300,94
TX73_005670,PGIDNB_04315,89.865
TX73_005675,PGIDNB_04320,87.844
TX73_005680,PGIDNB_04325,88.235
TX73_005690,PGIDNB_18010,37.778
TX73_005695,PGIDNB_04335,94.355
TX73_005700,PGIDNB_04340,88.038
TX73_005705,PGIDNB_04350,80.608
TX73_005710,PGIDNB_04355,67.797
TX73_005715,PGIDNB_04365,81.884
TX73_005720,PGIDNB_04370,89.61
TX73_005725,PGIDNB_04375,89.809
TX73_005730,PGIDNB_04380,80.42
TX73_005735,PGIDNB_04385,76.159
TX73_005740,PGIDNB_04390,92.857
TX73_005745,PGIDNB_04395,87.898
TX73_005750,PGIDNB_04400,85.933
TX73_005755,PGIDNB_04405,95.506
TX73_005760,PGIDNB_04410,76.478
TX73_005765,PGIDNB_04415,57.563
TX73_005770,PGIDNB_04420,89.82
TX73_005775,PGIDNB_04425,70.704
TX73_005780,PGIDNB_04430,75.51
TX73_005785,PGIDNB_04435,96.557
TX73_005790,PGIDNB_04440,87.866
TX73_005795,PGIDNB_04445,83.019
TX73_005800,PGIDNB_04450,95.111
TX73_005805,PGIDNB_04455,94.177
TX73_005810,PGIDNB_04460,86.232
TX73_005815,PGIDNB_04465,91.034
TX73_005825,PGIDNB_04475,79.511
TX73_005830,PGIDNB_04480,82.504
TX73_005835,PGIDNB_04485,90.631
TX73_005840,PGIDNB_04490,74.51
TX73_005845,PGIDNB_04495,78.044
TX73_005850,PGIDNB_04500,71.106
TX73_005855,PGIDNB_04505,95.238
TX73_005860,PGIDNB_04510,93.939
TX73_005865,PGIDNB_04515,81.503
TX73_005870,PGIDNB_04520,77.667
TX73_005875,PGIDNB_04525,82.576
TX73_005880,PGIDNB_04530,76.692
TX73_005885,PGIDNB_04535,76.58
TX73_005890,PGIDNB_04540,73.737
TX73_005895,PGIDNB_04545,83.381
TX73_005900,PGIDNB_04550,93.252
TX73_005905,PGIDNB_04555,85.372
TX73_005910,PGIDNB_04560,85.714
TX73_005915,PGIDNB_04565,75.82
TX73_005920,PGIDNB_04570,82.019
TX73_005925,PGIDNB_04575,80.571
TX73_005930,PGIDNB_04580,90.466
TX73_005935,PGIDNB_04585,78.571
TX73_005940,PGIDNB_04590,86.25
TX73_005945,PGIDNB_04595,81.839
TX73_005950,PGIDNB_04600,72.997
TX73_005955,PGIDNB_04605,89.041
TX73_005960,PGIDNB_04615,85.158
TX73_005965,PGIDNB_04620,88.084
TX73_005970,PGIDNB_04625,81.605
TX73_005975,PGIDNB_20160,88.112
TX73_005980,PGIDNB_20155,60.315
TX73_005985,PGIDNB_20150,87.912
TX73_005990,PGIDNB_20135,81.847
TX73_005995,PGIDNB_20130,85.714
TX73_006000,PGIDNB_20125,83.333
TX73_006005,PGIDNB_20120,90.821
TX73_006010,PGIDNB_20115,84.495
TX73_006015,PGIDNB_20110,86.058
TX73_006020,PGIDNB_20105,98.571
TX73_006025,PGIDNB_20100,82.867
TX73_006030,PGIDNB_20095,97.727
TX73_006035,PGIDNB_20065,67.692
TX73_006040,PGIDNB_20070,91.176
TX73_006045,PGIDNB_20075,79.368
TX73_006050,PGIDNB_20080,88.196
TX73_006055,PGIDNB_20085,62.595
TX73_006060,PGIDNB_20090,90.526
TX73_006065,PGIDNB_20060,90.407
TX73_006070,PGIDNB_20055,88.217
TX73_006075,PGIDNB_20050,87.859
TX73_006080,PGIDNB_20045,94.03
TX73_006085,PGIDNB_20040,85.644
TX73_006090,PGIDNB_20035,90.909
TX73_006095,PGIDNB_20030,79.545
TX73_006100,PGIDNB_20025,87.198
TX73_006110,PGIDNB_20020,82.938
TX73_006115,PGIDNB_20015,82.667
TX73_006120,PGIDNB_20010,90.909
TX73_006125,PGIDNB_20005,87.826
TX73_006130,PGIDNB_20000,89.778
TX73_006140,PGIDNB_19990,90.347
TX73_006145,PGIDNB_19985,86.854
TX73_006150,PGIDNB_19980,75.912
TX73_006155,PGIDNB_19975,81.173
TX73_006160,PGIDNB_19960,88.476
TX73_006165,PGIDNB_19955,72.449
TX73_006170,PGIDNB_19950,92.521
TX73_006175,PGIDNB_22775,37.922
TX73_006180,PGIDNB_19945,83.654
TX73_006185,PGIDNB_19940,80.851
TX73_006190,PGIDNB_21330,30.435
TX73_006195,PGIDNB_02675,43.776
TX73_006200,PGIDNB_21270,40
TX73_006205,PGIDNB_19935,91.667
TX73_006210,PGIDNB_19930,82.174
TX73_006215,PGIDNB_19925,90
TX73_006220,PGIDNB_19920,64.873
TX73_006225,PGIDNB_19915,69.159
TX73_006230,PGIDNB_19910,85.081
TX73_006235,PGIDNB_05035,91.927
TX73_006240,PGIDNB_05040,86.532
TX73_006245,PGIDNB_05045,90.127
TX73_006250,PGIDNB_05050,92.838
TX73_006255,PGIDNB_05055,89.533
TX73_006260,PGIDNB_23175,52.5
TX73_006265,PGIDNB_05070,69.412
TX73_006270,PGIDNB_05085,85.606
TX73_006275,PGIDNB_05090,53.741
TX73_006280,PGIDNB_05095,80
TX73_006285,PGIDNB_05100,88.322
TX73_006290,PGIDNB_05105,87.658
TX73_006295,PGIDNB_05110,90.206
TX73_006300,PGIDNB_05115,94.946
TX73_006305,PGIDNB_05120,86.631
TX73_006310,PGIDNB_05125,90.337
TX73_006315,PGIDNB_18195,38.754
TX73_006320,PGIDNB_07060,42.697
TX73_006325,PGIDNB_07075,46.032
TX73_006330,PGIDNB_17900,51.807
TX73_006335,PGIDNB_05245,32.026
TX73_006340,PGIDNB_03625,33.913
TX73_006345,PGIDNB_05130,98.246
TX73_006350,PGIDNB_05135,94.444
TX73_006355,PGIDNB_05140,95.76
TX73_006360,PGIDNB_05145,80.608
TX73_006365,PGIDNB_05150,85.616
TX73_006370,PGIDNB_05155,63.758
TX73_006375,PGIDNB_05670,84.095
TX73_006380,PGIDNB_05675,61.22
TX73_006385,PGIDNB_05680,67.403
TX73_006390,PGIDNB_05685,70.992
TX73_006395,PGIDNB_05690,53.689
TX73_006400,PGIDNB_05695,77.358
TX73_006405,PGIDNB_03600,44.615
TX73_006410,PGIDNB_05700,90.584
TX73_006415,PGIDNB_05705,86.287
TX73_006420,PGIDNB_05710,94.774
TX73_006425,PGIDNB_05715,94.175
TX73_006430,PGIDNB_05720,91.927
TX73_006435,PGIDNB_05725,97.222
TX73_006440,PGIDNB_05730,91.739
TX73_006445,PGIDNB_05735,95.61
TX73_006450,PGIDNB_05740,87.826
TX73_006455,PGIDNB_05745,69.925
TX73_006465,PGIDNB_19360,57.272
TX73_006470,PGIDNB_19075,38.095
TX73_006475,PGIDNB_05785,87.17
TX73_006485,PGIDNB_05790,98.913
TX73_006490,PGIDNB_05795,89.777
TX73_006495,PGIDNB_05800,92.287
TX73_006500,PGIDNB_05805,82.927
TX73_006505,PGIDNB_05810,93.86
TX73_006510,PGIDNB_05815,93.261
TX73_006515,PGIDNB_05820,82.692
TX73_006520,PGIDNB_05825,80.22
TX73_006525,PGIDNB_05830,79.545
TX73_006530,PGIDNB_05835,90.741
TX73_006535,PGIDNB_05840,95.405
TX73_006540,PGIDNB_05850,75.431
TX73_006545,PGIDNB_05855,84.659
TX73_006555,PGIDNB_05235,95.729
TX73_006560,PGIDNB_16590,32.787
TX73_006565,PGIDNB_05240,87.5
TX73_006570,PGIDNB_05250,84.452
TX73_006585,PGIDNB_05255,87.864
TX73_006590,PGIDNB_05260,79.693
TX73_006595,PGIDNB_05270,66.176
TX73_006600,PGIDNB_05275,81.013
TX73_006605,PGIDNB_05280,86.443
TX73_006610,PGIDNB_05285,92.987
TX73_006620,PGIDNB_20590,37.349
TX73_006630,PGIDNB_00605,96
TX73_006635,PGIDNB_02870,97.071
TX73_006640,PGIDNB_05300,39.958
TX73_006645,PGIDNB_02995,39.423
TX73_006650,PGIDNB_08535,41.463
TX73_006655,PGIDNB_04350,37.572
TX73_006660,PGIDNB_05310,85.753
TX73_006665,PGIDNB_05315,76.415
TX73_006675,PGIDNB_05320,91.489
TX73_006680,PGIDNB_05325,72.566
TX73_006685,PGIDNB_05330,86.081
TX73_006690,PGIDNB_05335,74.468
TX73_006695,PGIDNB_05340,57.947
TX73_006700,PGIDNB_05345,90.727
TX73_006705,PGIDNB_05350,92.958
TX73_006725,PGIDNB_21660,44.571
TX73_006730,PGIDNB_21930,29.032
TX73_006740,PGIDNB_19805,37.45
TX73_006745,PGIDNB_19500,33.945
TX73_006750,PGIDNB_19030,37.629
TX73_006755,PGIDNB_11920,36.709
TX73_006760,PGIDNB_02975,45.93
TX73_006765,PGIDNB_02970,47.13
TX73_006775,PGIDNB_02570,33.333
TX73_006780,PGIDNB_13600,32.812
TX73_006785,PGIDNB_11175,37.5
TX73_006800,PGIDNB_12870,34.4
TX73_006805,PGIDNB_02570,30.693
TX73_006810,PGIDNB_19075,26.877
TX73_006815,PGIDNB_20670,28.723
TX73_006820,PGIDNB_08045,54.902
TX73_006825,PGIDNB_13010,29.63
TX73_006840,PGIDNB_14650,33.663
TX73_006900,PGIDNB_01800,27.841
TX73_006915,PGIDNB_14075,37.5
TX73_006920,PGIDNB_19705,26.316
TX73_006935,PGIDNB_04390,30.137
TX73_006940,PGIDNB_04395,28.571
TX73_006965,PGIDNB_01375,25
TX73_006980,PGIDNB_14545,40.506
TX73_006995,PGIDNB_02310,37.056
TX73_007000,PGIDNB_01590,34.328
TX73_007005,PGIDNB_02320,52.252
TX73_007010,PGIDNB_13145,20.335
TX73_007015,PGIDNB_03870,38.144
TX73_007020,PGIDNB_03865,48.696
TX73_007025,PGIDNB_20905,48
TX73_007030,PGIDNB_07395,51.713
TX73_007035,PGIDNB_21155,41.667
TX73_007040,PGIDNB_21185,29.921
TX73_007045,PGIDNB_21190,41.215
TX73_007050,PGIDNB_21195,51.556
TX73_007055,PGIDNB_20675,47.826
TX73_007065,PGIDNB_21210,95.307
TX73_007070,PGIDNB_21260,33.945
TX73_007075,PGIDNB_21205,34.43
TX73_007085,PGIDNB_21200,35.824
TX73_007095,PGIDNB_21185,23.404
TX73_007100,PGIDNB_13350,36.559
TX73_007105,PGIDNB_05910,39.785
TX73_007110,PGIDNB_05920,34.146
TX73_007115,PGIDNB_10865,39.474
TX73_007140,PGIDNB_19165,31.401
TX73_007145,PGIDNB_08540,35.119
TX73_007155,PGIDNB_14340,34.884
TX73_007165,PGIDNB_01950,31.33
TX73_007170,PGIDNB_04840,30.943
TX73_007175,PGIDNB_20775,45.188
TX73_007180,PGIDNB_01960,41.234
TX73_007185,PGIDNB_10980,33.099
TX73_007190,PGIDNB_10960,25.945
TX73_007195,PGIDNB_08370,37.719
TX73_007200,PGIDNB_10980,29.63
TX73_007205,PGIDNB_06015,55.143
TX73_007210,PGIDNB_15060,83.094
TX73_007215,PGIDNB_15065,90.952
TX73_007220,PGIDNB_15070,81.362
TX73_007225,PGIDNB_15075,87.121
TX73_007230,PGIDNB_15080,90.476
TX73_007235,PGIDNB_15085,87.395
TX73_007240,PGIDNB_20910,84.03
TX73_007245,PGIDNB_20905,82.879
TX73_007250,PGIDNB_20900,77.07
TX73_007255,PGIDNB_20895,84.615
TX73_007260,PGIDNB_20890,85.542
TX73_007265,PGIDNB_20885,90.833
TX73_007270,PGIDNB_20880,90.213
TX73_007275,PGIDNB_20875,92.708
TX73_007280,PGIDNB_20870,88.72
TX73_007285,PGIDNB_11775,89.585
TX73_007290,PGIDNB_11780,68.432
TX73_007295,PGIDNB_11785,74.242
TX73_007300,PGIDNB_11790,44.118
TX73_007310,PGIDNB_13440,51.515
TX73_007315,PGIDNB_08415,34.158
